Nr. orders	100
orderID,productID,qty
1,51,1
1,714,1
1,717,1
1,78,1
1,682,1
1,68,1
1,583,1
1,52,1
1,86,1
1,823,1
1,645,1
1,854,1
1,40,1
1,445,1
1,792,1
1,71,1
2,82,1
2,530,1
2,40,1
2,840,1
2,513,1
2,626,1
2,8,1
2,378,1
2,76,1
2,593,1
2,39,1
2,880,1
3,20,1
3,70,1
3,649,1
3,807,1
3,357,1
3,310,1
3,388,1
3,666,1
3,438,1
3,837,1
3,886,1
3,770,1
3,39,1
4,827,1
4,877,1
4,37,1
4,87,1
4,505,1
4,276,1
4,761,1
4,23,1
4,718,1
4,79,1
4,11,1
4,84,1
4,401,1
4,7,1
4,43,1
4,848,1
4,580,1
5,590,1
5,451,1
5,63,1
5,19,1
5,665,1
5,39,1
5,18,1
5,87,1
5,589,1
5,424,1
5,45,1
5,12,1
5,53,1
5,46,1
5,741,1
6,56,1
6,364,1
6,563,1
6,366,1
6,65,1
6,616,1
6,47,1
6,429,1
6,747,1
6,647,1
6,9,1
6,32,1
6,86,1
6,578,1
6,34,1
6,2,1
6,816,1
6,24,1
6,542,1
6,720,1
7,61,1
7,459,1
7,815,1
7,32,1
7,521,1
7,875,1
7,575,1
7,335,1
8,5,1
8,399,1
8,666,1
8,39,1
8,90,1
8,72,1
8,849,1
8,45,1
8,56,1
8,887,1
8,55,1
8,20,1
8,59,1
8,84,1
8,77,1
8,567,1
9,77,1
9,642,1
9,61,1
9,312,1
9,66,1
9,67,1
9,22,1
9,83,1
9,3,1
9,27,1
10,81,1
10,54,1
10,646,1
10,770,1
10,279,1
10,418,1
11,790,1
11,656,1
11,32,1
11,46,1
11,82,1
11,87,1
11,41,1
11,640,1
11,650,1
11,39,1
11,897,1
11,63,1
11,34,1
11,561,1
11,18,1
11,75,1
11,19,1
11,652,1
11,42,1
11,6,1
11,774,1
12,78,1
12,551,1
12,474,1
12,282,1
12,340,1
12,61,1
12,82,1
12,57,1
12,324,1
12,75,1
12,627,1
13,876,1
13,90,1
13,85,1
13,78,1
13,75,1
14,379,1
14,18,1
14,85,1
14,26,1
14,674,1
14,90,1
14,744,1
14,65,1
14,876,1
14,6,1
14,69,1
14,885,1
14,32,1
14,36,1
14,734,1
15,370,1
15,288,1
15,39,1
15,79,1
